report_id,category,date
MOR8960,1. Seizure,2017-06-01
MOR50578,1. Seizure,2022-06-20
MOR5504,1. Seizure,2016-01-04
MOR39616,1. Seizure,2021-08-01
MOR12140,1. Seizure,2017-06-21
MOR45180,1. Seizure,2022-07-08
MOR12854,1. Seizure,2017-09-13
MOR18306,1. Seizure,2017-04-11
MOR3147,1. Seizure,2015-08-14
MOR29043,1. Seizure,2018-07-19
MOR45006,1. Seizure,2022-03-14
MOR10859,1. Seizure,2017-07-13
MOR5533,1. Seizure,2016-04-16
MOR30543,1. Seizure,2020-07-13
MOR27556,1. Seizure,2020-02-12
MOR5707,1. Seizure,2016-01-12
MOR12928,1. Seizure,2018-02-05
MOR41704,1. Seizure,2022-02-04
MOR29028,1. Seizure,2018-11-01
MOR32100,1. Seizure,2020-08-26
MOR5573,1. Seizure,2015-05-12
MOR37666,1. Seizure,2021-08-16
MOR33768,1. Seizure,2020-03-01
MOR14092,1. Seizure,2018-05-01
MOR26205,1. Seizure,2019-04-22
MOR43518,1. Seizure,2022-04-06
MOR48866,1. Seizure,2021-04-26
MOR44117,1. Seizure,2022-03-01
MOR45137,1. Seizure,2021-10-11
MOR28540,1. Seizure,2018-11-15
MOR32841,1. Seizure,2020-06-23
MOR36871,1. Seizure,2021-06-22
MOR51478,5. Animal Injury / Mortality / Welfare,2023-09-18
MOR3347,1. Seizure,2015-11-03
MOR52360,1. Seizure,2022-10-15
MOR52030,1. Seizure,2023-09-19
MOR31782,1. Seizure,2017-09-16
MOR32935,1. Seizure,2020-01-30
MOR4135,1. Seizure,2016-01-19
MOR4182,1. Seizure,2016-03-08
MOR17017,1. Seizure,2018-10-16
MOR25694,1. Seizure,2015-02-26
MOR36500,1. Seizure,2017-01-29
MOR45041,1. Seizure,2021-12-03
MOR39578,1. Seizure,2021-10-14
MOR12135,1. Seizure,2017-01-09
MOR4844,1. Seizure,2016-04-19
MOR36344,9. Enforcement Action / Prosecution,2021-06-08
MOR48646,1. Seizure,2022-09-01
MOR7968,1. Seizure,2017-01-29
MOR22416,1. Seizure,2015-04-27
MOR3802,1. Seizure,2016-01-29
MOR38713,1. Seizure,2017-09-01
MOR45894,1. Seizure,2017-08-01
MOR26599,9. Enforcement Action / Prosecution,2016-01-15
MOR25986,3. Smuggling / Illegal Trade (not elsewhere included),2015-09-01
MOR37104,1. Seizure,2021-06-20
MOR25608,1. Seizure,2018-08-20
MOR29675,1. Seizure,2015-09-02
MOR49744,1. Seizure,2023-01-12
MOR29041,1. Seizure,2018-12-21
MOR30573,1. Seizure,2018-05-08
MOR49131,1. Seizure,2021-03-20
MOR25624,1. Seizure,2018-10-17
MOR26300,1. Seizure,2018-11-01
MOR33423,1. Seizure,2021-03-02
MOR31053,1. Seizure,2020-11-07
MOR44360,2. Poaching / Illegal Harvesting,2021-04-24
MOR15655,1. Seizure,2017-09-07
MOR47042,1. Seizure,2022-10-01
MOR9809,1. Seizure,2016-06-07
MOR31405,1. Seizure,2020-01-01
MOR5340,1. Seizure,2016-06-13
MOR10856,1. Seizure,2017-05-10
MOR4947,1. Seizure,2016-04-27
MOR3228,1. Seizure,2015-09-25
MOR44029,1. Seizure,2022-01-11
MOR40525,1. Seizure,2016-02-03
MOR14202,1. Seizure,2018-05-01
MOR13954,1. Seizure,2018-01-24
MOR19255,1. Seizure,2019-02-01
MOR38961,1. Seizure,2015-11-22
MOR31804,1. Seizure,2016-09-04
MOR44372,1. Seizure,2021-04-14
MOR25861,1. Seizure,2016-07-26
MOR33377,1. Seizure,2021-02-01
MOR30539,1. Seizure,2020-05-29
MOR16071,1. Seizure,2015-11-24
MOR15221,1. Seizure,2016-09-27
MOR36091,1. Seizure,2021-05-29
MOR9227,1. Seizure,2016-09-18
MOR30182,1. Seizure,2020-08-31
MOR28253,1. Seizure,2019-11-21
MOR43817,1. Seizure,2022-01-31
MOR10848,1. Seizure,2017-10-17
MOR52302,1. Seizure,2023-09-01
MOR14465,1. Seizure,2015-10-02
MOR19196,1. Seizure,2019-04-01
MOR48948,1. Seizure,2022-12-06
MOR20723,1. Seizure,2018-08-02
MOR52432,1. Seizure,2023-08-21
MOR55323,1. Seizure,2024-01-23
MOR41782,1. Seizure,2022-02-14
MOR32334,1. Seizure,2015-08-30
MOR28736,1. Seizure,2020-05-01
MOR8269,1. Seizure,2017-03-10
MOR21164,1. Seizure,2019-05-27
MOR54142,1. Seizure,2023-12-18
MOR10009,1. Seizure,2017-08-22
MOR3296,1. Seizure,2015-10-20
MOR33646,1. Seizure,2020-01-01
MOR4891,1. Seizure,2016-04-29
MOR36040,1. Seizure,2021-06-01
MOR5295,6. Human-Wildlife Conflict,2016-05-30
MOR49579,2. Poaching / Illegal Harvesting,2016-08-27
MOR32068,1. Seizure,2020-11-28
MOR32828,1. Seizure,2020-08-15
MOR9511,1. Seizure,2016-02-13
MOR42702,1. Seizure,2022-03-07
MOR27983,1. Seizure,2016-10-02
MOR11725,1. Seizure,2017-09-11
MOR15879,1. Seizure,2018-08-28
MOR20875,1. Seizure,2019-04-20
MOR41324,1. Seizure,2021-12-07
MOR45608,1. Seizure,2017-05-23
MOR35591,1. Seizure,2021-01-18
MOR12034,1. Seizure,2017-04-29
MOR25748,1. Seizure,2016-07-26
MOR5793,1. Seizure,2016-03-31
MOR40996,1. Seizure,2021-09-23
MOR32147,1. Seizure,2020-12-31
MOR14938,1. Seizure,2017-12-19
MOR42225,1. Seizure,2015-07-01
MOR47924,2. Poaching / Illegal Harvesting,2021-07-25
MOR17926,1. Seizure,2018-02-08
MOR26071,1. Seizure,2017-02-01
MOR30885,1. Seizure,2020-11-06
MOR46151,1. Seizure,2022-07-01
MOR50876,9. Enforcement Action / Prosecution,2023-08-16
MOR37351,1. Seizure,2021-04-01
MOR10235,5. Animal Injury / Mortality / Welfare,2017-09-19
MOR50429,1. Seizure,2022-11-01
MOR28294,1. Seizure,2020-01-09
MOR14410,1. Seizure,2017-07-10
MOR45141,1. Seizure,2022-06-10
MOR30088,1. Seizure,2019-12-01
MOR15207,9. Enforcement Action / Prosecution,2016-05-06
MOR29098,1. Seizure,2019-11-23
MOR15006,1. Seizure,2018-06-01
MOR29050,9. Enforcement Action / Prosecution,2016-06-20
MOR14407,1. Seizure,2017-04-30
MOR49873,1. Seizure,2023-02-13
MOR50834,1. Seizure,2023-08-12
MOR26770,1. Seizure,2018-11-13
MOR16109,1. Seizure,2018-06-29
MOR11682,1. Seizure,2017-11-01
MOR28289,1. Seizure,2020-01-01
MOR46245,1. Seizure,2021-09-01
MOR14420,1. Seizure,2018-04-01
MOR33614,1. Seizure,2021-03-12
MOR29367,1. Seizure,2020-07-13
MOR39067,1. Seizure,2021-02-13
MOR36934,2. Poaching / Illegal Harvesting,2015-12-01
MOR43256,1. Seizure,2021-04-28
MOR30559,1. Seizure,2019-12-17
MOR19463,1. Seizure,2019-04-11
MOR3419,1. Seizure,2015-11-05
MOR28675,1. Seizure,2019-11-20
MOR48730,1. Seizure,2021-10-01
MOR32612,1. Seizure,2020-07-12
MOR37212,1. Seizure,2021-06-01
MOR35106,1. Seizure,2021-05-01
MOR18108,1. Seizure,2018-06-01
MOR53996,1. Seizure,2016-04-05
MOR42174,1. Seizure,2021-10-08
MOR33483,1. Seizure,2021-03-07
MOR18553,1. Seizure,2016-08-24
MOR48893,1. Seizure,2022-09-18
MOR32093,1. Seizure,2020-11-06
MOR21267,2. Poaching / Illegal Harvesting,2015-12-01
MOR25019,1. Seizure,2019-08-27
MOR39381,1. Seizure,2021-10-31
MOR25636,1. Seizure,2018-11-26
MOR46025,1. Seizure,2017-06-02
MOR39950,1. Seizure,2021-03-01
MOR41120,1. Seizure,2022-01-05
MOR18236,1. Seizure,2018-12-01
MOR11172,1. Seizure,2016-05-15
MOR9241,1. Seizure,2016-10-18
MOR48765,1. Seizure,2021-05-10
MOR13237,1. Seizure,2018-03-25
MOR11321,1. Seizure,2016-07-13
MOR36184,1. Seizure,2021-06-06
MOR17676,1. Seizure,2015-02-24
MOR52152,1. Seizure,2021-10-18
MOR31623,1. Seizure,2020-07-24
MOR30228,1. Seizure,2019-09-20
MOR50051,1. Seizure,2023-06-19
MOR49143,1. Seizure,2023-04-06
MOR4200,1. Seizure,2016-03-11
MOR11281,1. Seizure,2016-02-04
MOR7846,1. Seizure,2016-05-26
MOR9785,1. Seizure,2017-07-30
MOR18598,1. Seizure,2016-11-22
MOR45063,1. Seizure,2022-01-01
MOR27226,1. Seizure,2019-03-01
MOR45793,1. Seizure,2021-12-06
MOR37368,1. Seizure,2021-06-01
MOR10058,1. Seizure,2016-04-05
MOR4195,1. Seizure,2016-03-14
MOR19393,1. Seizure,2015-05-29
MOR27906,1. Seizure,2020-03-04
MOR28984,1. Seizure,2020-03-06
MOR52089,1. Seizure,2023-10-05
MOR39007,1. Seizure,2021-08-01
MOR33817,1. Seizure,2020-02-15
MOR15429,1. Seizure,2018-04-01
MOR40603,1. Seizure,2021-12-30
MOR27911,1. Seizure,2019-02-21
MOR5316,1. Seizure,2015-04-21
MOR48689,1. Seizure,2022-11-14
MOR10024,1. Seizure,2017-07-11
MOR36323,9. Enforcement Action / Prosecution,2021-01-14
MOR7780,1. Seizure,2016-12-16
MOR14430,1. Seizure,2018-04-20
MOR33120,1. Seizure,2021-02-14
MOR28236,1. Seizure,2019-10-29
MOR28546,1. Seizure,2018-05-29
MOR55017,1. Seizure,2023-12-11
MOR22353,1. Seizure,2019-05-06
MOR33325,1. Seizure,2018-07-20
MOR35942,1. Seizure,2015-08-06
MOR43043,1. Seizure,2022-03-15
MOR26978,1. Seizure,2020-01-12
MOR44349,1. Seizure,2021-03-09
MOR25360,1. Seizure,2015-11-29
MOR50776,1. Seizure,2017-01-01
MOR31502,1. Seizure,2020-11-21
MOR53564,1. Seizure,2023-11-01
MOR31581,1. Seizure,2020-01-06
MOR14125,1. Seizure,2018-03-21
MOR5500,2. Poaching / Illegal Harvesting,2016-01-24
MOR21036,1. Seizure,2019-05-17
MOR41136,1. Seizure,2022-01-18
MOR33601,1. Seizure,2020-03-01
MOR14553,2. Poaching / Illegal Harvesting,2015-07-14
MOR50472,2. Poaching / Illegal Harvesting,2016-10-03
MOR14618,1. Seizure,2015-01-08
MOR35327,1. Seizure,2021-03-31
MOR43280,1. Seizure,2022-02-27
MOR50419,1. Seizure,2023-06-11
MOR27484,1. Seizure,2019-12-05
MOR28559,1. Seizure,2019-07-04
MOR55748,1. Seizure,2023-11-30
MOR33607,1. Seizure,2020-02-11
MOR41512,9. Enforcement Action / Prosecution,2016-08-28
MOR37378,1. Seizure,2021-07-01
MOR12129,1. Seizure,2017-07-04
MOR42989,9. Enforcement Action / Prosecution,2022-04-24
MOR37192,1. Seizure,2021-03-19
MOR48641,1. Seizure,2021-05-21
MOR11150,1. Seizure,2015-06-20
MOR12358,1. Seizure,2017-09-25
MOR15231,1. Seizure,2016-10-03
MOR24943,1. Seizure,2019-08-31
MOR30619,1. Seizure,2019-08-20
MOR14908,1. Seizure,2017-08-30
MOR49633,1. Seizure,2023-04-22
MOR44020,1. Seizure,2022-05-01
MOR52689,1. Seizure,2016-04-20
MOR41342,1. Seizure,2021-12-15
MOR5739,1. Seizure,2016-02-27
MOR17665,1. Seizure,2015-09-20
MOR14210,1. Seizure,2018-06-05
MOR28334,1. Seizure,2019-05-01
MOR17914,1. Seizure,2018-09-01
MOR31529,1. Seizure,2020-04-24
MOR39337,1. Seizure,2021-01-26
MOR33806,1. Seizure,2020-03-18
MOR33979,1. Seizure,2020-03-01
MOR27291,1. Seizure,2019-04-07
MOR26585,9. Enforcement Action / Prosecution,2015-03-31
MOR26646,9. Enforcement Action / Prosecution,2015-05-19
MOR16256,1. Seizure,2018-10-10
MOR28585,1. Seizure,2018-10-01
MOR49908,1. Seizure,2022-10-23
MOR41954,1. Seizure,2017-06-01
MOR15272,1. Seizure,2017-07-07
MOR36162,1. Seizure,2021-03-13
MOR14044,1. Seizure,2018-05-26
MOR28408,1. Seizure,2019-05-25
MOR39020,1. Seizure,2021-08-15
MOR11237,1. Seizure,2015-12-22
MOR5601,1. Seizure,2016-03-01
MOR32225,1. Seizure,2015-08-22
MOR42106,1. Seizure,2021-09-01
MOR33854,1. Seizure,2020-02-19
MOR37549,1. Seizure,2015-05-05
MOR25301,1. Seizure,2015-04-06
MOR16270,1. Seizure,2018-10-04
MOR28544,1. Seizure,2018-08-14
MOR52926,1. Seizure,2017-02-01
MOR31486,1. Seizure,2019-01-01
MOR42425,1. Seizure,2022-02-07
MOR33546,1. Seizure,2020-06-23
MOR27928,1. Seizure,2019-08-08
MOR20785,1. Seizure,2019-04-16
MOR16061,1. Seizure,2018-06-01
MOR36550,1. Seizure,2021-01-10
MOR52012,9. Enforcement Action / Prosecution,2023-06-01
MOR8836,1. Seizure,2017-06-13
MOR42058,2. Poaching / Illegal Harvesting,2021-12-10
MOR34466,1. Seizure,2021-04-13
MOR49757,1. Seizure,2023-01-14
MOR21578,1. Seizure,2018-06-04
MOR37356,1. Seizure,2021-05-21
MOR33650,1. Seizure,2020-03-17
MOR5749,1. Seizure,2016-02-11
MOR32139,1. Seizure,2020-10-17
MOR29717,1. Seizure,2020-06-08
MOR48309,1. Seizure,2022-12-12
MOR15276,1. Seizure,2017-01-01
MOR35603,1. Seizure,2021-01-01
MOR33704,1. Seizure,2020-03-01
MOR30845,1. Seizure,2020-02-07
MOR39380,1. Seizure,2021-10-29
MOR34564,1. Seizure,2021-04-01
MOR15438,1. Seizure,2018-08-13
MOR30470,1. Seizure,2020-03-06
MOR25903,9. Enforcement Action / Prosecution,2017-03-09
MOR28347,1. Seizure,2019-02-01
MOR12095,1. Seizure,2015-08-24
MOR5277,1. Seizure,2015-12-14
MOR43925,3. Smuggling / Illegal Trade (not elsewhere included),2017-01-01
MOR19234,1. Seizure,2018-11-01
MOR33576,1. Seizure,2020-05-03
MOR26643,2. Poaching / Illegal Harvesting,2016-08-25
MOR25852,1. Seizure,2016-06-10
MOR49305,1. Seizure,2022-06-22
MOR13073,1. Seizure,2018-02-28
MOR35363,1. Seizure,2021-05-03
MOR30535,1. Seizure,2020-06-25
MOR48892,1. Seizure,2022-08-26
MOR26340,1. Seizure,2019-11-25
MOR41355,1. Seizure,2021-12-20
MOR44658,1. Seizure,2022-02-08
MOR22162,1. Seizure,2019-06-28
MOR38976,1. Seizure,2021-10-02
MOR3798,1. Seizure,2016-01-27
MOR44014,1. Seizure,2022-01-25
MOR30474,1. Seizure,2020-05-26
MOR20824,1. Seizure,2019-01-23
MOR10072,1. Seizure,2016-04-22
MOR26220,1. Seizure,2018-04-22
MOR50175,1. Seizure,2023-06-16
MOR28487,1. Seizure,2020-01-01
MOR34258,1. Seizure,2021-03-16
MOR14806,1. Seizure,2016-12-01
MOR36883,1. Seizure,2021-06-01
MOR48986,1. Seizure,2022-08-31
MOR36343,1. Seizure,2021-06-15
MOR4328,1. Seizure,2016-03-17
MOR32089,1. Seizure,2020-11-11
MOR40448,1. Seizure,2021-12-02
MOR33003,1. Seizure,2021-02-04
MOR37188,1. Seizure,2021-02-13
MOR44830,6. Human-Wildlife Conflict,2021-11-09
MOR5546,1. Seizure,2016-04-11
MOR14874,1. Seizure,2015-03-17
MOR3271,1. Seizure,2015-10-13
MOR3272,1. Seizure,2015-10-15
MOR33727,1. Seizure,2019-10-18
MOR15854,1. Seizure,2016-10-27
MOR33417,2. Poaching / Illegal Harvesting,2021-03-01
MOR26253,1. Seizure,2018-10-09
MOR30832,1. Seizure,2020-10-11
MOR5484,1. Seizure,2016-02-01
MOR14178,1. Seizure,2018-02-07
MOR40353,1. Seizure,2017-07-10
MOR36896,1. Seizure,2021-07-07
MOR45002,1. Seizure,2022-03-01
MOR26065,1. Seizure,2017-01-24
MOR27480,1. Seizure,2019-12-01
MOR14986,1. Seizure,2018-08-07
MOR21182,1. Seizure,2019-06-02
MOR15061,1. Seizure,2018-06-01
MOR29664,1. Seizure,2020-08-04
MOR30851,1. Seizure,2020-02-03
MOR35858,1. Seizure,2015-07-07
MOR42315,1. Seizure,2022-03-13
MOR19228,1. Seizure,2019-01-08
MOR31409,1. Seizure,2020-11-19
MOR13041,1. Seizure,2018-03-01
MOR32934,1. Seizure,2020-02-01
MOR42136,1. Seizure,2021-11-23
MOR25985,3. Smuggling / Illegal Trade (not elsewhere included),2015-09-01
MOR17127,1. Seizure,2018-06-20
MOR31832,1. Seizure,2020-12-18
MOR28833,1. Seizure,2020-05-25
MOR42484,1. Seizure,2022-03-17
MOR33210,1. Seizure,2021-02-10
MOR35075,1. Seizure,2021-02-26
MOR33404,1. Seizure,2020-08-01
MOR34906,1. Seizure,2020-03-31
MOR13835,1. Seizure,2017-10-28
MOR15401,1. Seizure,2018-06-01
MOR41890,1. Seizure,2022-02-01
MOR14396,1. Seizure,2018-02-01
MOR28465,1. Seizure,2019-04-22
MOR13702,1. Seizure,2017-11-15
MOR36399,1. Seizure,2021-06-16
MOR12227,1. Seizure,2017-08-20
MOR7175,1. Seizure,2016-10-04
MOR50257,1. Seizure,2021-07-09
MOR28581,1. Seizure,2018-07-01
MOR8963,9. Enforcement Action / Prosecution,2017-01-01
MOR10205,1. Seizure,2017-01-27
MOR18177,1. Seizure,2017-02-13
MOR44799,1. Seizure,2022-05-01
MOR27409,1. Seizure,2019-09-27
MOR44663,3. Smuggling / Illegal Trade (not elsewhere included),2021-02-01
MOR42762,1. Seizure,2022-04-03
MOR33645,1. Seizure,2020-11-24
MOR32045,1. Seizure,2020-12-06
MOR15303,1. Seizure,2017-01-13
MOR18307,1. Seizure,2017-06-16
MOR15570,2. Poaching / Illegal Harvesting,2016-04-26
MOR41801,1. Seizure,2017-01-01
MOR8813,1. Seizure,2017-03-28
MOR34291,1. Seizure,2019-10-26
MOR11171,1. Seizure,2016-01-19
MOR36200,1. Seizure,2021-03-02
MOR18765,1. Seizure,2016-01-13
MOR4253,9. Enforcement Action / Prosecution,2016-03-11
MOR22372,1. Seizure,2019-07-15
MOR34930,1. Seizure,2021-04-01
MOR17659,1. Seizure,2015-11-05
MOR33241,2. Poaching / Illegal Harvesting,2021-02-19
MOR43806,1. Seizure,2022-02-09
MOR19257,1. Seizure,2019-02-01
MOR27845,1. Seizure,2020-03-26
MOR3223,1. Seizure,2015-09-29
MOR18164,1. Seizure,2017-01-10
MOR41591,1. Seizure,2022-02-06
MOR34939,1. Seizure,2021-04-27
MOR26017,9. Enforcement Action / Prosecution,2017-01-01
MOR31660,1. Seizure,2019-03-01
MOR36335,1. Seizure,2021-06-16
MOR27245,1. Seizure,2019-02-22
MOR26211,1. Seizure,2018-10-09
MOR51243,1. Seizure,2023-09-09
MOR28258,1. Seizure,2019-01-15
MOR5481,1. Seizure,2016-02-04
MOR42204,1. Seizure,2015-05-01
MOR5677,1. Seizure,2016-08-04
MOR15320,1. Seizure,2017-05-27
MOR5670,1. Seizure,2016-07-28
MOR27416,1. Seizure,2019-10-03
MOR54704,1. Seizure,2024-01-01
MOR29161,1. Seizure,2020-06-28
MOR54312,1. Seizure,2023-12-27
MOR12379,1. Seizure,2018-01-25
MOR36294,2. Poaching / Illegal Harvesting,2021-06-13
MOR41277,2. Poaching / Illegal Harvesting,2015-08-23
MOR42251,1. Seizure,2022-03-06
MOR26219,1. Seizure,2019-03-08
MOR55990,1. Seizure,2024-02-20
MOR32798,1. Seizure,2021-01-01
MOR4113,1. Seizure,2016-02-19
MOR28396,1. Seizure,2019-04-01
MOR5736,1. Seizure,2016-06-01
MOR14231,1. Seizure,2018-02-01
MOR38240,9. Enforcement Action / Prosecution,2021-08-26
MOR4791,1. Seizure,2015-08-04
MOR42990,1. Seizure,2022-04-06
MOR41288,2. Poaching / Illegal Harvesting,2015-04-01
MOR27544,1. Seizure,2017-06-27
MOR37504,9. Enforcement Action / Prosecution,2021-07-20
MOR29465,1. Seizure,2020-01-01
MOR27487,1. Seizure,2019-12-08
MOR3477,6. Human-Wildlife Conflict,2016-01-08
MOR5480,1. Seizure,2016-02-03
MOR44677,3. Smuggling / Illegal Trade (not elsewhere included),2021-03-01
MOR7944,1. Seizure,2016-11-27
MOR14839,1. Seizure,2015-03-30
MOR8782,1. Seizure,2017-05-14
MOR27413,1. Seizure,2019-10-09
MOR37181,1. Seizure,2021-02-05
MOR31506,1. Seizure,2020-07-08
MOR12047,1. Seizure,2017-12-11
MOR29907,1. Seizure,2020-05-05
MOR51258,1. Seizure,2023-09-06
MOR31888,1. Seizure,2020-12-01
MOR54015,1. Seizure,2023-12-05
MOR29709,1. Seizure,2018-07-30
MOR52145,1. Seizure,2021-10-16
MOR49556,1. Seizure,2023-05-11
MOR44041,1. Seizure,2022-01-09
MOR45946,9. Enforcement Action / Prosecution,2022-02-01
MOR12920,1. Seizure,2016-03-07
MOR49533,1. Seizure,2023-03-25
MOR48610,1. Seizure,2023-02-16
MOR21572,1. Seizure,2019-06-02
MOR21033,1. Seizure,2018-01-01
MOR15609,1. Seizure,2016-10-25
MOR30197,1. Seizure,2020-09-16
MOR25778,1. Seizure,2019-09-11
MOR4382,9. Enforcement Action / Prosecution,2016-03-01
MOR29054,1. Seizure,2020-06-16
MOR30800,1. Seizure,2016-01-01
MOR54392,1. Seizure,2023-11-06
MOR3087,1. Seizure,2015-06-23
MOR11368,9. Enforcement Action / Prosecution,2016-07-20
MOR14709,1. Seizure,2017-12-01
MOR43495,1. Seizure,2022-05-02
MOR52325,1. Seizure,2022-02-01
MOR9833,1. Seizure,2017-07-27
MOR33526,1. Seizure,2020-08-04
MOR13022,1. Seizure,2016-11-08
MOR32219,1. Seizure,2015-09-15
MOR12947,1. Seizure,2018-01-31
MOR46156,1. Seizure,2022-02-13
MOR30564,1. Seizure,2019-04-11
MOR25339,1. Seizure,2015-09-24
MOR28731,1. Seizure,2020-05-07
MOR40410,1. Seizure,2021-09-10
MOR17677,9. Enforcement Action / Prosecution,2015-01-05
MOR44347,2. Poaching / Illegal Harvesting,2021-02-24
MOR13246,1. Seizure,2018-03-27
MOR29704,1. Seizure,2018-11-02
MOR33031,1. Seizure,2021-02-10
MOR13457,1. Seizure,2017-10-20
MOR17961,1. Seizure,2017-07-07
MOR56141,1. Seizure,2017-04-11
MOR41130,1. Seizure,2021-12-16
MOR36266,1. Seizure,2021-06-13
MOR34213,1. Seizure,2021-02-26
MOR34360,1. Seizure,2019-11-01
MOR31775,1. Seizure,2017-05-18
MOR29661,1. Seizure,2015-06-13
MOR12986,1. Seizure,2018-01-01
MOR12023,1. Seizure,2017-08-17
MOR28006,1. Seizure,2020-01-02
MOR43790,1. Seizure,2022-02-24
MOR50010,1. Seizure,2023-05-01
MOR39992,1. Seizure,2016-03-24
MOR37231,1. Seizure,2021-07-01
MOR14512,1. Seizure,2015-07-02
MOR47786,1. Seizure,2022-12-26
MOR34937,1. Seizure,2021-04-17
MOR25786,1. Seizure,2016-09-30
MOR20641,1. Seizure,2015-10-01
MOR15510,1. Seizure,2017-08-02
MOR19205,2. Poaching / Illegal Harvesting,2016-03-17
MOR55823,1. Seizure,2015-06-27
MOR17052,1. Seizure,2018-05-02
MOR34940,1. Seizure,2021-04-23
MOR30890,1. Seizure,2015-05-12
MOR12934,1. Seizure,2018-02-15
MOR15660,1. Seizure,2017-10-27
MOR26458,1. Seizure,2019-10-28
MOR41347,1. Seizure,2021-10-06
MOR44975,1. Seizure,2022-06-12
MOR37367,1. Seizure,2021-06-01
MOR13058,1. Seizure,2018-03-03
MOR49690,1. Seizure,2023-02-01
MOR25330,1. Seizure,2015-07-26
MOR28096,1. Seizure,2020-02-11
MOR32238,1. Seizure,2015-04-13
MOR28857,1. Seizure,2020-06-04
MOR50849,1. Seizure,2022-09-01
MOR29068,1. Seizure,2020-06-17
MOR32180,1. Seizure,2020-02-04
MOR43385,1. Seizure,2021-09-26
MOR12040,1. Seizure,2017-12-19
MOR12059,1. Seizure,2017-11-15
MOR11451,1. Seizure,2016-03-01
MOR15580,1. Seizure,2016-05-29
MOR45649,1. Seizure,2022-07-01
MOR31885,1. Seizure,2020-12-01
MOR44314,1. Seizure,2022-01-31
MOR4073,1. Seizure,2016-02-05
MOR51456,1. Seizure,2023-09-01
MOR17097,1. Seizure,2018-03-15
MOR10071,1. Seizure,2017-08-25
MOR30461,1. Seizure,2020-03-23
MOR33940,1. Seizure,2020-03-02
MOR11079,1. Seizure,2015-03-11
MOR5709,1. Seizure,2015-03-20
MOR15191,1. Seizure,2015-10-27
MOR12206,1. Seizure,2017-07-27
MOR3488,1. Seizure,2015-12-07
MOR13277,1. Seizure,2018-03-28
MOR9262,2. Poaching / Illegal Harvesting,2016-02-11
MOR38709,1. Seizure,2015-12-01
MOR41059,1. Seizure,2015-10-01
MOR31868,1. Seizure,2020-11-01
MOR15216,1. Seizure,2016-11-14
MOR17664,1. Seizure,2015-07-01
MOR38241,1. Seizure,2021-08-01
MOR28110,1. Seizure,2018-03-01
MOR48955,2. Poaching / Illegal Harvesting,2022-03-21
MOR32104,1. Seizure,2020-10-21
MOR32103,1. Seizure,2020-10-29
MOR29165,1. Seizure,2020-06-15
MOR42897,1. Seizure,2022-04-06
MOR28314,1. Seizure,2019-09-06
MOR17956,1. Seizure,2018-04-25
MOR29217,1. Seizure,2020-07-01
MOR33729,1. Seizure,2019-10-03
MOR11599,1. Seizure,2017-06-11
MOR32381,1. Seizure,2020-07-01
MOR22350,1. Seizure,2019-07-10
MOR20884,1. Seizure,2019-04-26
MOR20620,1. Seizure,2015-01-05
MOR33705,1. Seizure,2020-03-06
MOR38941,1. Seizure,2015-12-09
MOR54701,2. Poaching / Illegal Harvesting,2024-01-15
MOR18684,1. Seizure,2019-02-23
MOR10872,1. Seizure,2017-09-11
MOR42111,1. Seizure,2021-09-22
MOR54272,1. Seizure,2024-01-05
MOR26203,1. Seizure,2019-11-21
MOR44951,1. Seizure,2015-08-21
MOR36938,1. Seizure,2021-07-10
MOR8193,1. Seizure,2017-03-28
MOR46442,1. Seizure,2016-07-08
MOR52416,1. Seizure,2023-10-22
MOR37091,1. Seizure,2021-07-20
MOR26649,2. Poaching / Illegal Harvesting,2015-03-03
MOR18156,1. Seizure,2018-12-08
MOR28902,1. Seizure,2020-06-10
MOR20634,1. Seizure,2015-09-21
MOR34581,1. Seizure,2015-08-01
MOR3093,1. Seizure,2015-07-21
MOR54534,1. Seizure,2024-01-06
MOR37379,1. Seizure,2021-07-15
MOR52362,1. Seizure,2022-07-29
MOR15415,1. Seizure,2018-06-05
MOR5559,1. Seizure,2016-07-16
MOR51526,1. Seizure,2023-07-01
MOR33943,1. Seizure,2018-03-01
MOR32941,1. Seizure,2019-11-25
MOR29633,1. Seizure,2015-04-07
MOR28202,1. Seizure,2019-01-31
MOR52269,1. Seizure,2023-10-01
MOR25783,1. Seizure,2015-11-01
MOR43836,1. Seizure,2021-04-11
MOR22453,1. Seizure,2019-07-01
MOR14749,1. Seizure,2016-11-13
MOR14427,1. Seizure,2018-07-01
MOR41625,1. Seizure,2022-01-28
MOR44489,1. Seizure,2021-09-01
MOR30440,1. Seizure,2019-10-02
MOR4346,1. Seizure,2016-03-24
MOR54338,1. Seizure,2023-11-01
MOR39138,1. Seizure,2021-10-01
MOR28296,1. Seizure,2019-12-17
MOR15394,1. Seizure,2018-02-01
MOR30857,1. Seizure,2020-03-23
MOR14176,1. Seizure,2018-01-04
MOR42152,1. Seizure,2021-08-14
MOR14205,1. Seizure,2018-04-01
MOR15732,1. Seizure,2018-01-24
MOR31514,1. Seizure,2015-06-10
MOR49616,1. Seizure,2023-05-09
MOR36452,1. Seizure,2021-06-01
MOR28282,1. Seizure,2020-01-25
MOR51624,1. Seizure,2023-09-01
MOR45130,1. Seizure,2021-10-18
MOR10913,2. Poaching / Illegal Harvesting,2015-08-25
MOR10073,1. Seizure,2016-05-12
