report_id,subject,transport_mode,detection
MOR43647,"15,020 kg red sander wood seized in Nhava Sheva Port, Navi Mumbai - 1 arrested",,Intelligence
MOR43808,"2,055 planks seized in Miarinarivo - 14 arrested",Land - Vehicle,Intelligence
MOR43812,40 rosewood logs seized in Antalaha - 5 arrested,,Investigation
MOR43815,999 rosewood logs seized in Imeritsiantosika - 1 arrested,,
MOR43819,120 rosewood logs seized from vehicle,Land - Vehicle,
MOR43839,"171 pieces of wood seized from Pangalanes Canal, Toamasina",Lake/River,
MOR43846,"baobab plant parts seized in Andohan'Ilakaka, Ihorombe Region",,
MOR43871,11 arrested for lemur trapping and other environmental crimes in Ampasimpotsy,,
MOR43959,"38 white mangrove timbers seized in Paris, Herrera Province - 2 suspects",,Operation
MOR43961,89 white mangrove wooden stakes seized in Herrera Province,,
MOR43964,"1,104 espave planks (58.96 m3) seized in Pihuila, Darién Province",,
MOR44001,"notorious logger arrested at Sofitel Hotel Ivoire, Abidjan",,Investigation
MOR44045,"35 red sanders logs seized in Chittoor district, Andhra Pradesh - 9 arrested",Land - Vehicle,
MOR44046,2 arrested in Mueang Ubon Ratchathani District for hiring people to log siamese rosewood in Trang Province,,
MOR44047,500 m3 of timber seized at Volta lake,Lake/River,
MOR44049,"Khair wood seized in Mahasamund, Chhattisgarh  6 arrested",Land - Vehicle,Intelligence
MOR44051,"18 red sanders logs seized in Kadapa District, Andhra Pradesh - 2 arrested",Land - Vehicle,
MOR44052,"290 red sanders logs seized in Narayanavanam and Pandulaiah Kona Konda, Andhra Pradesh - 18 arrested",Land - Vehicle,Investigation
MOR44053,"2,086 kg of red sanders logs seized in Chennai - 2 arrested",,
MOR44054,"2.4 m3 of timber seized in Balasore district, Odisha",,Intelligence
MOR44056,"Sawn wood seized in Doimara, Arunachal Pradesh",Land - Vehicle,Operation
MOR44057,"Damkurudu timber seized in Jamtikra, Sambalpur District, Odisha",,Intelligence
MOR44058,"Logs seized in Una, Himachal Pradesh - case registered against company for illegal logging and 4 suspects",Land - Vehicle,
MOR44061,"Sawn wood seized in Ranighuli, Chirang District, Assam - 1 arrested",Land - Vehicle,Intelligence
MOR44062,"Timber seized in Tbeng Meanchey district, Preah Vihear",,
MOR44064,"Timber seized in Rolea Bier District, Kampong Chhnang - 1 arrested",Land - Vehicle,
MOR44066,"Juniper trees felled in El Malpais National Monument, New Mexico",,
MOR44068,"18 logs (3.7 m3) seized in Heewan, Baramulla district, Jammu and Kashmir - suspects fled",Land - Vehicle,Intelligence
MOR44069,"Timber seized in Fidarpora Rafiabad, Sopore, Jammu and Kashmir - 2 arrested",,Intelligence
MOR44070,"0.6 m3 of Deodar sawn wood seized in Mughalpora, Kupwara District, Jammu and Kashmir - suspect fled",Land - Vehicle,Intelligence
MOR44072,"Fir wood seized in Pakherpora, Budgam, Jammu and Kashmir - 3 arrested",,
MOR44074,"Timber seized in Salarzai, Khyber Pakhtunkhwa - 2 arrested",Land - Vehicle,Intelligence
MOR44075,"8 red sanders logs seized in Kothapalli, Nellore, Andhra Pradesh - 3 arrested",,Intelligence
MOR44076,"Teak logs seized in Katthiwada, Alirajpur District, Madhya Pradesh - 2 arrested",Land - Vehicle,Intelligence
MOR44077,"43 people arrested for illegal logging in Prey Nob District, Preah Sihanouk",,Operation
MOR44080,"1 rosewood log seized in Suntikoppa, Karnataka",,
MOR44083,"Teak and firewood seized in Kulaura, Moulvibazar, Sylhet",Land - Vehicle,
MOR44084,"Teak timber seized in Fulbari, West Bengal - suspects fled",Land - Vehicle,
MOR44086,"Burmsese teak seized in Siliguri, West Bengal - 2 arrested",,
MOR44087,"16 red sanders logs seized in Venkatapuram Harijanawada, Andhra Pradesh - 1 arrested",,Intelligence
MOR44088,"8 red sanders logs seized in Athimanchala, Andhra Pradesh - suspects fled",,Routine Inspection
MOR44089,"155 logs (5.45 m3) seized in Son Hoa District, Phu Yen - 2 arrested",,
MOR44090,"250 kg of red sanders logs seized in Proddatur, Andhra Pradesh - 3 arrested",Land - Vehicle,Intelligence
MOR44091,"18 red sanders logs seized in Talakona, Andhra Pradesh - 1 arrested",,Routine Inspection
MOR44092,38 pieces of timber seized in Sabah,,
MOR44094,"Timber seized in Watrihail, Budgam District, Jammu and Kashmir - 1 arrested",,Intelligence
MOR44095,"20 pieces of sawn teak wood seized in Mae Yuam National Forest Reserve, Mae Hong Son",,Intelligence
MOR44096,"22 red sanders logs (430 kg) seized in Railway Koduru, Kadapa District, Andhra Pradesh - 7 arrested",Land - Vehicle,
MOR44097,"24 pieces of Molave sawn wood seized in arangay Sta. Cruz, Guiguinto, Bulacan - 5 arrested",Land - Vehicle,Operation
MOR44132,"3 arrested for transporting timber in K'Bang District, Gia Lai Province",Land - Vehicle,Routine Inspection
MOR44133,"0.804 m3 sawnwood seized in Kong Chro District, Gia Lai Province - 4 arrested, 1 officer suspended",Land - Vehicle,
MOR44145,14.6 m3 sawnwood seized in Cusco Department,Land - Vehicle,
MOR44154,"9.4 m3 sawnwood seized at San Gabán checkpoint, Puno Department",Land - Vehicle,
MOR44156,"2,145 kg palo santo firewood seized in Desaguadero District",,Intelligence
MOR44157,"9.2 m3 sawnwood seized in Miraflores, Oxapampa District",,Operation
MOR44158,"4.9 m3 sawnwood seized at El Pedregal Checkpoint, Sam Ramon",Land - Vehicle,Routine Inspection
MOR44159,"16.9 m3 sawnwood seized at San Gabán Control Post, Puno Department",Land - Vehicle,Routine Inspection
MOR44160,"3.5 m3 timber products seized in Bac Tra My District, Quang Nam - 1 fined",,Investigation
MOR44161,"4.3 m3 sawnwood seized at San Gabán Control Post, Puno Department",Land - Vehicle,Routine Inspection
MOR44162,"3.3 m3 sawnwood seized at San Gabán Control Post, Puno Department",Land - Vehicle,Routine Inspection
MOR44163,"7 cedar trees (22.396 m3) seized in Kbang District, Gia Lai - 3 charged",Land - Vehicle,Investigation
MOR44164,"4.4 m3 sawnwood seized at Maravillas Checkpoint, Puno Department",Land - Vehicle,Routine Inspection
MOR44165,"16 faique logs seized in Santo Domingo District, Piura Region",Land - Vehicle,
MOR44264,"Buffalo meat, elephant skins, baboon parts and animal bones seized at Punda Maria Gate, Limpopo - 4 arrested",,
MOR44266,"17 products (4.712 kg) including nautilus shells, ivory, crocodile skin and American ginseng seized at Shenzhen Bao'an Airport Customs",Air,
MOR44268,1 Giant clam shell (5 kg) seized at Wuhan Tianhe Airport - 1 suspect,Air,X-ray
MOR44269,21 crocodile skin products and Sandalwood bracelets (3.662 kg) seized at Shenzhen Bao'An Airport,Air,Routine Inspection
MOR44270,2 brown bear tooth pendants and 8 cat teeth pendants seized in Xiamen,,Routine Inspection
MOR44271,11 crocodile skin products (4.687 kg) seized at Shenzhen Bao'An Airport,Air,Routine Inspection
MOR44272,"1 Burmese python skin erhu sezed in Huangpu, Shanghai",,Routine Inspection
MOR44273,"1,256 stony corals seized in Wenjindu, Shenzhen - 8 suspects",Land - Vehicle,
MOR44274,"3,190 kg of pangolin scales, 1 rhino horn, 8 tiger teeth and 3,685 seahorses seized in Qingdao - 6 arrested",,
MOR44275,80 parrot eggs seized in Wenzhou - 1 suspect,,X-ray
MOR44276,"21,600 kg of shark fins seized in Panyu, Guangzhou",,X-ray
MOR44277,"11 giant clam products, Sandalwood bracelets and African blackwood products (total 7.602 kg) seized at Shenzhen Bao'An Airport",Air,
MOR44278,"6 Agarwood bracelets, 1 fan and 2 black rosewood bracelets seized at Guangzhou Baiyun Airport",Air,X-ray
MOR44279,5 Saiga antelope horns and 1 antelope horn knife seized in Qingdao - 1 arrested,,X-ray
MOR44280,"176 live stony corals seized in Liwan District, Guangzhou - 3 arrested",,Risk Assessment
MOR44281,41 stony coral inlays (285.5 kg) seized at Shanghai Pudong Airport,Air,
MOR44282,1 hornbill skull bead seized in Huangdao - 1 suspect,,
MOR44283,"Amherst's Pheasant skin seized in Tuanjie Town, Ganluo County, Sichuan - 1 arrested",,
MOR44284,"3 Yew trees seized in Wanjiayuan, Kang County, Gansu - 2 arrested",,
MOR44285,"1 Chinese pangolin (4.7 kg) seizd in Yudu County, Ganzhou City - 3 arrested",,
MOR44286,"1 hawksbill turtle bangle and 1 hawksbill bracelet and 4 ivory items seized in Shijiazhuang City, Hebei",,Intelligence
MOR44287,"45 Golden chicken ferns seized in Ninghua District, Fuzhou City, Fujian - 6 arrested",,
MOR44295,"Golden chicken ferns, king ferns and other plants seized in Shilong Town, Hejiang County, Luzhou City, Sichuan - 1 suspect",,Intelligence
MOR44296,"1 Sago palm seized in Linhai City, Zhejiang - 1 arrested",,Intelligence
MOR44297,"17 apline musk deer carcasses seized in A’Xu Town, Dege County, Sichuan - 5 arrested",,Intelligence
MOR44298,"1 Phoebe zhennan tree felled in Jinhua Town, Gang County, Zunyi City, Guizhou - 1 arrested",,Investigation
MOR44299,"1 live African spurred tortoise seized in Chengguan District, Lanzhou, Gansu",,Intelligence
MOR44300,"5 black pond turtles seized in Yantan Flower, Birds and Fish Market, Lanzhou, Gansu",,Operation
MOR44301,1 ivory fan seized in Hefei,,
MOR44302,2 ivory collage panels seized in Hefei,,Risk Assessment
MOR44319,7 ivory pieces (51 kg) seized in Kenya - 2 arrested,,
MOR44320,6 ivory pieces (14.5 kg) seized in Busia - 1 arrested,,Intelligence
MOR44321,2 bushmeat poachers arrested,,
MOR44322,10 kg of bushmeat seized in Kenya - 1 arrested,,
MOR44323,5 kg of bushmeat seized in Kenya - 1 arrested,,
MOR44325,2 suspects arrested laying snares,,
MOR44326,16 snares removed from Mau Forest,,
MOR44327,7 snares removed from Mau Forest,,
MOR44328,8 snares removed from Mau Forest,,
MOR44329,10 snares removed from Mau Forest,,
MOR44330,16 kg of bushmeat seized in Kenya - 2 arrested,,
MOR44331,92 red cedar posts and 43 pieces of timber seized in Mau Forest,,
MOR44332,265 cedar posts seized in Kenya - 4 arrested,Land - Vehicle,
MOR44333,20 pieces of timber seized in Kenya - 1 arrested,,
MOR44334,14 bags of charcoal seized in Mau Forest,,
MOR44335,2 suspects arrested for illegal charocal production in Mau Forest,,
MOR44336,charcoal kilns destroyed in Mau Forest,,
MOR44337,30 logs seized in Loita Forest - 2 arrested,,
MOR44488,"2 logs seized in Paterwasugauli, Parsa District - suspects fled",,
MOR44489,200 Tanzanian-registered trucks carrying mukula timber seized in Lusaka,Land - Vehicle,
MOR44491,"6 logs seized in Hard Panzoo, Budgam District, Jammu and Kashmir - 3 arrested",Land - Vehicle,Intelligence
MOR44492,"35 timber smugglers arrested in Tal Reserve, Odisha",,
MOR44650,1 charged for timber business fraud in Accra,,
MOR44773,"Acacia logs seized in Tabuk, Kalinga, Luzon - 4 arrested",,
MOR44775,"Timber seized from a sawmill in Tengabari, Assam",,
MOR44777,"Timber seized from a sawmill in Allia, Assam",,
MOR44778,"420 pieces of Lauan timber seized in Esperanza town, Agusan del Sur - 2 arrested",,
MOR44795,"Over 80 animals seized from a property in Bundaberg, Queensland",,Intelligence
MOR44830,"1 elephant killed by electrocution in Sreebordi upazila, Sherpur - 2 charged",,
MOR45024,"Snake venom seized in Dakshin Dinajpur district, West Bengal",,
MOR45031,2 elephant tusks seized in Makokou - 1 arrested,,
MOR45032,2 ivory scroll heads seized in Hefei,,
MOR45033,"2 elephant tusks (25 kg) seized in Ramanagara, Karnataka - 1 arrested",,Intelligence
MOR45034,"5 pieces of ivory (8 kg) seized in Mysuru, Karnataka - 4 arrested",Land - Vehicle,Intelligence
MOR45038,"1 sun bear skin, bear bones and 2.4 kg of pangolin scales seized in Koto Singkarak, Solok Regency, West Sumatra - 3 arrested",,Intelligence
MOR45039,6.5 kg of pangolin sclaes seized in Oyam - 2 arrested,,
MOR45040,1 skinned tree pangolin seized in Kayagegwa - 2 arrested,,
MOR45041,8.6 kg of pangolin scales seized in Amuru - 2 convicted,,
MOR45042,3.26 kg of pangolin scales seized in Kampala - 1 convicted,,
MOR45044,1 live pangolin seized in Kyenjojo - 1 charged,,
MOR45045,3 skinned pangolins seized in Kyenjojo - 1 charged,,
MOR45046,"5 ivory pieces seized at Agrotuor farm, Rundu, Kavango West",,Intelligence
MOR45047,"2 elephant tusks seized in Madulijhar, Barpeta district, Assam - 5 arrested",Land - Vehicle,Intelligence
MOR45048,"1 leopard carcass found in Temar Bhita, Jabalpur District, Madhya Pradesh - suspects arrested",,
MOR45049,"10 elephant pearls seized in Varipathanchenai, Ampara - 3 arrested",,Intelligence
MOR45050,"1 live elephant seized in Dungarpur, Rajasthan - 2 charged",,
MOR45051,"1 ivory product, elephant foot and other products seized in BDA Complex, KG Halli, Bengaluru - 1 arrested",,
MOR45052,Elephant tusks seized in Harare - 2 charged,,
MOR45053,"1 tigress killed by suspected electrocution in Waygaon, Maharashtra - 1 arrested",,
MOR45054,1 skinned pangolin seized in Kyegagwa - 1 charged,,
MOR45055,"2 elephant tusks (7.195 kg) seized in Keonjhar, Odisha - 5 arrested",,Intelligence
MOR45056,1 live pangolin seized in Mubende - 2 convicted,,
MOR45057,"1 dead leopard cat seized in Jianshi, Hubei - 1 convicted",,
MOR45058,"1 elephant carcass found in Munderchuan, Sambalpur, Odisha",,
MOR45059,"2 elephant tusks seized in Boluvampatti, Tamil Nadu - 3 arrested",,
MOR45060,"1 elephant carcass found dead in Vellapathy, Boluvampatti, Tamil Nadu",,
MOR45061,"2 live elephants seized in Teesta check post, Jalpaiguri, West Bengal - 3 arrested",Land - Vehicle,Intelligence
MOR45062,1 convicted for wildlife-related crimes in Washington,,
MOR45066,33 live green sea turtles seized in Bali,,Operation
MOR45080,"1 American corn snake seized from a house in Ipswich, Queensland",,
MOR45128,"196 kg of elephant meat seized in Siankaba, Livingstone - 1 convicted",,Intelligence
MOR45129,1 oryx carcass seized in Witvlei - 3 arrested,,
MOR45130,1 live pangolin seized in Outapi - 5 arrested,,
MOR45131,2 elephant tusks seized in Omakange - 2 charged,,
MOR45132,1 waterbuck carcass seized in Witvlei - 2 arrested,Land - Vehicle,
MOR45135,"1 live elephant seized in Satna, Madhya Pradesh",Land - Vehicle,Intelligence
MOR45136,"14 kg of pangolin scales seized in Nanga Taman area, Sekadau Regency - 2 convicted",Land - Vehicle,Intelligence
MOR45137,"2 elephant tusks (2.322 kg) seized in Prabhasuni, Deogarh, Odisha - 1 arrested",,Intelligence
MOR45139,1 live pangolin seized in Kyenjojo - 1 convicted,,
MOR45140,3 elephant tusks seized in Victoria Falls - 1 arrested,Land - Vehicle,
MOR45142,"46 kg of ivory, 7 kg of pangolin scales, 1 lion skin, 8 kg of hippo teeth and 45 kg ofUgandan kob meat seized in Nebbi - 3 arrested",,
MOR45143,42 kg of pangolin scales seized in Arua - 1 convicted,,
MOR45146,"208 wooden bows seized in Brazil, destined for Switzerland",Air,
MOR45149,"6 kg of pangolin scales seized in Jalan Pancasila, West Kotawaringin Regency, Central Kalimantan - 1 charged",,
MOR45150,"Pangolin skin and scales seized in Jaldapara National Park, West Bengal - 2 convicted",,
MOR45151,2 pangolin skins seized in Lira - 3 convicted,,
MOR45648,"1 live drill seized from Bafang, West Region - 3 arrested",,Operation
MOR45793,"77 logs seized in Kasang, Kuansing Regency, Riau - 3 sawmills dismantled",,Operation
MOR45895,"1 rosewood plank seized in Phu Sang National Park area, Phayao Province - 1 arrested (5 absconded)",Land - Foot,Routine Inspection
MOR46243,mukula timber seized from 53 trucks at Nakonde Border Post,Land - Vehicle,Routine Inspection
MOR46244,mukula timber seized from 16 trucks in Mongu,Land - Vehicle,
MOR46245,mukula logs seized from 8 trucks in Mongu,Land - Vehicle,Risk Assessment
MOR46834,"18 claws, 3 skin pieces of animals including Asian black bear, Indochinese tiger and bear seized in Di An, Binh Duong – 1 convicted",,Routine Inspection
MOR47408,"Fish seized from unauthorized fishing vessel in Manila Bay, off Paranaque City - 2 arrested",Sea,Operation
MOR47646,2 giant clam shells (30 kg) seized at Berlin Brandenburg Airport,Air,Routine Inspection
MOR47927,10 kg rhino horn seized in Qatar,,Operation
MOR47931,"1 orca poached on Barra Beach, Miramar",,
MOR48274,"83 pieces (1.31m3) sawn Tamalan rosewood, 18 (0.25 m3) sheets of Pradu wood and 5 sheets (0.48 m3) makamong wood seized in Wiang Sa District, Nan - 2 arrested",Land - Vehicle,Intelligence
MOR48350,"4 tusks (7 kg) seized in Binga District, Matabeleland North Province - 1 arrested",,Intelligence
MOR48354,"rhino horn, ivory, abalone & fish organs seized in Sanddrift, Cape Town - 1 arrested",,Intelligence
MOR48383,"100 kg ivory seized Goma, North Kivu - 2 arrested",,Intelligence
MOR48385,223 ivory sticks & 1 ivory rosary bead seized at Cairo International Airport,Air,X-ray
MOR48387,2 auctioneers sentenced for ivory sales in Reims,,
MOR48637,"6 ivory bangles, 2 pendants & ivory slice seized at Guangzhou Baiyun International Airport",Air,
MOR48690,6 ivory pieces seized at the Port of Owendo - 2 arrested,,
MOR48698,2 crocodile leather boots seized in Saarland,,
MOR48730,"2 tusks seized in Amteka F.V., Assam - 1 arrested",,
MOR48733,"2 ivory pieces (6 kg) seized in Chirang District, Assam - 2 arrested",,Routine Inspection
MOR48739,"2 tusks seized in Chirang District, Assam - 1 arrested",,Routine Inspection
MOR48756,"18 trees harvested in Mang Den Town, Kon Tum Province - 4 convicted",,
MOR48894,"30 m3 wood seized in Bac Huong Hoa Nature Reserve, Quang Tri",,
MOR48895,"78 m3 wood harvested in Bac Huong Hoa Nature Reserve, Quang Tri",,
MOR49334,"1 tusk seized from vehicle in Desenzano del Garda, Lombardy",Land - Vehicle,
MOR49335,2 tusks seized in Naples,,
MOR49336,"1 tusk seized from residence in Empoli, Florence",,
MOR49384,2 elephants poached in Tsavo East National Park,,
MOR49388,2 arrested for trade in animal parts (big cat & primate skulls) - later convicted,,Investigation
MOR49390,1 tusk seized in Rotterdam - 2 arrested,,Investigation
MOR49393,"5 ivory bracelets seized at Blaise Diagne International Airport, Dakar - 1 arrested",Air,
MOR49396,184 ivory pieces seized from birdcage in Singapore,,Operation
MOR49449,1 live elephant seized in Udawalawe National Park,,Routine Inspection
MOR49453,ivory seized in Taiwan Taoyuan International Airport - 1 suspect,,
MOR49458,"Indian bison skull, elephant tooth & antler seized in Chumphon Province",,
MOR49492,"2 tusks (51 kg) seized in Kiryandongo District, Western Region - 1 arrested",,Operation
MOR49495,"1 tusk seized in Gillingham, Dorset",,
MOR49541,1 beech marten poisoned in Crete,,
MOR49576,1 beech marten & 1 southern white-breasted hedgehog poisoned in Crete,,
MOR49600,"5,697 conophytum seized in along N7, Western Cape - 5 arrested",Land - Vehicle,Operation
MOR49662,7 containers of timber seized in Mozambique,Sea,
MOR49710,ivory seized from luggage in Miami Airport - 1 convicted,Air,
MOR49722,Beech martens poisoned in Crete,,
MOR49820,8 elephant tusks (59 kg) seized in Nwoya District - 1 convicted,,
MOR49862,37.7 kg of pangolin scales seized in Kampala District - 2 convicted,,
MOR49878,"2 hippopotamus teeth ( 4 kg) seized at Jershem Hotel, Karuma, Kiryandongo District - 2 convicted",,
MOR49944,50.9 kg of pangolin scales seized in Kampala District - 1 convicted,,
MOR49959,"7 pieces of ivory (58.17 kg) seized in Pasibi North, Pakwach District - 1 convicted",,
MOR50229,"23 red sanders logs (699 kg) seized in Seshachalam Forests, Andhra Pradesh",Land - Foot,Routine Inspection
MOR50461,"77 hippopotamus teeth (32 kg) seized in Rubaga, Kampala district - 3 acquitted",,
MOR50475,"2 elephant tusks (49.45 kg) seized in Nyabiso, Kiryandongo district - 2 convicted",,
MOR50477,"4 pieces of ivory (20.78 kg) seized in Opano village, Nebbi district - 1 convicted",,
MOR50494,"2 pieces of ivory (30.2 kg) seized in Kyendagala, Kitagwenda district - 2 convicted",,
MOR50514,1 red fox poisoned in Central Greece,,
MOR50520,53 hippopotamus teeth (19.7 kg) seized in Busenyi district - 1 convicted,,
MOR50528,"4 pieces of ivory (7 kg) seized in Pabit Kweyo, Nwoya district - 1 convicted",,
MOR50592,1 common buzzard poisoned in South Aegean,,
MOR50594,7 common buzzards poisoned in Central Greece,,
MOR50826,"1 dead golden eagle seized in Perivlepto, Eastern Macedonia and Thrace",,Intelligence
MOR50850,"2,350 bamboo brooms seized from a container at Kuantan Port",Sea,Routine Inspection
MOR51005,210 kg Pterocarpus products seized in Guangzhou Baiyun International Airport,Air,X-ray
MOR51006,Dalbergia guitar bridges seized at Yantian Port,Sea,
MOR52073,"50 m3 of wood seized on BR-155, Marabá, Para",Land - Vehicle,
MOR52084,Pine logs seized in Colonia Delicia - 4 arrested,Land - Vehicle,Intelligence
MOR52145,26.4 m3 of sawn wood seized in Imperatriz,Land - Vehicle,Routine Inspection
MOR52146,26.84 m3 of wood seized in Cidelândia ,Land - Vehicle,Routine Inspection
MOR52147,"21.16 m3 of sawn wood seized in São Luís, Maranhão ",Land - Vehicle,Routine Inspection
MOR52150,"88 logs (17.9 m3) seized in Anapu, Para",Land - Vehicle,Targeting
MOR52152,"61.8 m3 of wood seized on BR 155, Marabá",Land - Vehicle,Routine Inspection
MOR52162,15.8 m3 of wood seized on BR 343 in Piripiri,Land - Vehicle,Routine Inspection
MOR52174,"66.11 m3 of wood seized from two trucks on BR-010, Imperatriz, Maranhão ",Land - Vehicle,Routine Inspection
MOR52209,"53 m3 of wood seized on BR-316, in the municipality of Caxias",Land - Vehicle,Routine Inspection
MOR52215,"1 gray langur, 1 peacock, 5 monkeys, 5 australian pigeons, 2 turtles, 2 ostriches and other animals seized at Chandramahal Eco Park, Ranjitpur - 1 fined",,
MOR52300,1 Victoria crowned pigeon seized in India to be smuggled to Bangladesh,,
MOR52322,"19 Antipolo sawnwood pieces (257 ft) seized in Barangay Genablan Oriental, Sorsogon - 3 arrested",,Intelligence
MOR52459,"4 fined for hunting Amur falcon in Chiuluan, Tamenglon district",,
MOR31867,"14 birds seized in Pasir Gudang, Johor - 1 arrested",,Intelligence
MOR31870,"1 pair of deer antlers seized in Bagdogra forest range, West Bengal - 2 suspects arrested",,
MOR31892,"3 tiger skins, 2 skin pieces and ivory products seized in Trung Khanh District, Cao Bang Province - 1 arrested",Land - Vehicle,
MOR31899,"6 kg of pangolin scales seized in Theni District, Tamil Nadu - 5 arrested",,Intelligence
MOR31911,"33 m3 of sawn wood seized in San Juan de Zapote, Loreto",Lake/River,
MOR31939,"1 live sand boa seized in Venkatagiri, Nellore District, Andhra Pradesh - 7 arrested",,Test Purchase
MOR31960,"11 Alexandrine parakeets seized in Chennai, Tamil Nadu - 2 arrested",,Operation
MOR31961,"40 parakeets seized from a house in Royapuram, Chennai, Tamil Nadu - 1 arrested",,Operation
MOR31962,"2 Alexandrine parakeets seized Muscanchavady market, Chennai, Tamil Nadu - 2 arrested",,Operation
MOR31973,"300,000 kg timber seized in Nanga Lupus, Kanowit, Sarawak - 2 arrested",,
MOR31979,"Leopard killed from a snare in Giridih district, Jharkhand",,Intelligence
MOR31981,"1,000 kg of shark fins seized at Hong Kong International Airport",Air,Risk Assessment
MOR31983,"Shark fins and seahorses seized in Lau Fau Shan, one suspect arrested",Land - Vehicle,Operation
MOR31986,"12 m3 of sawn wood seized on route RO-135, Rondônia",Land - Vehicle,
MOR31988,"Illegal logs seized on route BR-158, Pará",Land - Vehicle,
MOR32028,"600 m3 of logs seized in Vila do Conde, Para",Lake/River,
MOR32038,"1 live Chinese pangolin seized in Khanapara, Guwahati - 2 suspects arrested",Land - Vehicle,Operation
MOR32052,2 ivory products (0.0414 kg) seized at Kunming Changshui Airport,Air,Routine Inspection
MOR32066,"1 live Temminck's pangolin seized in Kemptom Park, Gauteng - 5 arrested",,Intelligence
MOR32071,16 live Sunda pangolins seized in Thanh Hoa - 2 arrested,Land - Vehicle,
MOR32076,1 leopard skin seized in Congo - 2 people arrested,,
MOR32110,200 kg of bushmeat seized at Kajiado county - 1 arrested,Land - Vehicle,
MOR32113,"1 Tokay gecko seized in Nagaon district, Assam - 1 arrested",Land - Vehicle,Intelligence
MOR32114,24 pairs of deer antlers seized in Bengaluru - 1 arrested,,
MOR32115,"Sloth bear rescued from a poachers snare in Karimnagar district, Telangana",,Intelligence
MOR32116,"1 live pangolin seized in Chirang district, Assam - 4 suspects arrested",,
MOR32117,"Two peafowl chicks seized in Thane, Maharashtra",,
MOR32118,"3 sand boas seized in Davangere district, Karnataka - 5 arrested",,Intelligence
MOR32120,"Female leopard caught in a snare in Kuruli, Shirur, Pune",,
MOR32123,"1 Gangetic dolphin killed in Sharda Canal, Uttar Pradesh - 3 arrested",,
MOR32125,"370 kg sandalwood seized in Hubbali, Karnataka - 5 arrested",Land - Vehicle,
MOR32130,"Elephant killed and tusks removed in Mayurbhanj district, Odisha",,
MOR32132,"10 red sanders logs seized in Sesachalam forests, Andhra Pradesh - suspects escaped",,Operation
MOR32134,"Elephant electrocuted to death in Coimbatore District, Tamil Nadu",,
MOR32135,"12 Rose-ringed parakeets seized in Salem District, Tamil Nadu - 1 arrested",,Intelligence
MOR32138,"15 kg of deer meat seized in Kendujhar District, Odisha - 3 arrested",,Intelligence
MOR32141,"1 leopard (paws removed) and 1 Nilgai killed in Gondia district, Maharashtra",,Intelligence
MOR32144,"timber seized in Raipur, Chhattisgarh - 2 arrested",,
MOR32145,"0.9 kg of shark fins and 28.4 kg of meat seized at Cod Bay fishery harbour, five arrested",Sea,
MOR32153,"500 kg of illegally caught fish seized near Delft Island, nine suspects arrested",Sea,Operation
MOR32168,"30 Coppersmith Barbets poisoned in Auroville, Villupuram, one suspect arrested",,
MOR32169,"Wild boar meat and skin seized in Praharjpur, Odisha - 1 arrested",,Intelligence
MOR32170,"Female tiger and 2 cubs found dead in Umred-Paoni-Karhandala sanctuary, Maharashtra",,
MOR32171,"Sloth bear killed from a poachers snare in Chittoor, Andhra Pradesh",,
MOR32203,"1,952 units of abalone seized in Port Elizabeth - 3 suspects arrested",Land - Vehicle,Intelligence
MOR32205,"Three truckloads of Ipe logs seized near Braganssa-Marituba Indigenous Land, Para",Land - Vehicle,Routine Inspection
MOR32212,"194 units of abalone (43.6kg) seized in Humansdorp, Eastern Cape - 4 arrested",Land - Vehicle,Intelligence
MOR32295,"740 oriental magpie-robins seized from a bus on route from Selangau to Kuching, Sarawak- 2 men arrested",Land - Vehicle,Intelligence
MOR32302,5 ivory pieces seized in Bulawayo - 3 arrested,Land - Vehicle,Intelligence
MOR32358,"3 Elephant tusks seized in Randfontein, Gauteng - 4 arrested",Land - Vehicle,
MOR32370,"2 tusks seized in Walvis Bay, Erongo Region - 1 charged",,Intelligence
MOR32374,"1 tiger carcass (250 kg) seized from a house in Huong Son District, Ha Tinh - 1 convicted",,Investigation
MOR32375,"2 leopard skins seized in Gariyaband district, Chhattisgarh - 2 arrested",,Intelligence
MOR32378,1 white rhino poached in Okahandja district,,
MOR32506,"66 m3 of Balso wood seized in Pajarillo, San Martin",Land - Vehicle,
MOR32507,"Wine jar with 2 heads and 8 feet from Binturong seized in Hanoi, two arrested",,
MOR32593,"1 pygmy elephant killed and parts removed in Tongod oil palm plantation, Sabah",,
MOR32599,"34 leafbirds, 2 gibbons 4.7 kg pangolin scales seized in Alahan Panjang, Solok, West Sumatra - 1 arrested",,
MOR32600,"239,300 kg teak, 202,300 kg hardwood & 718,500 kg other timber seized across Myanmar - 125 offenders charged",,Operation
MOR32609,"Taxidermy animals and live birds seized in Banda Raya District, Aceh, one suspect",,Intelligence
MOR32634,"4 elephant tusks seized in Polokwane, Limpopo - 3 suspects charged",Land - Vehicle,Operation
MOR32635,"42 ribs, 8 canines, 21 lion claws and 2.8 kg of ivory seized at the Kenya-Tanzania border - 2 Kenyan nationals arrested",,Targeting
MOR32713,13 Malayan snail-eating turtles and 3 Asiatic Softshell turtles seized in Phnom Penh - 1 suspect fined,,
MOR32727,"3 live pangolins seized in Hung Nguyen District, Nghe An - 1 arrested",Land - Vehicle,
